,potential,iteration,switch_ratio,max_steps,switch_step,annealing_scheme,net_size,num_copies,pdb_mutation,pt_copies,pt_scheme,init_temperatures
103,0.0,8854,0.884,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
104,0.0,3536,0.352,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
105,0.0,4519,0.448,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
106,0.0,9056,0.904,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
107,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
108,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
109,0.0,4256,0.424,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
110,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
111,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
112,0.0,6575,0.656,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
113,0.0,5324,0.532,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
114,0.0,3016,0.3,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
115,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
116,0.0,7812,0.78,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
117,0.0,9918,0.988,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
118,0.0,1309,0.128,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
119,0.4375,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
120,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
121,0.4375,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
122,0.0,4845,0.484,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
123,0.0,9179,0.916,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
124,0.46875,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
125,0.0,7505,0.748,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
126,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
127,0.5,10000,1.0,10000,40,['const'],15,5,0.06,7,"['gaussian', 1]","[0.01, 25.008333333333336, 50.00666666666667, 75.00500000000001, 100.00333333333334, 125.00166666666668, 150.0]"
